speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName
Cyprinus plestya	synonym	4471	Blicca bjoerkna	Actinopteri	Cypriniformes	Leuciscidae	Blicca	White bream
Chondrostoma nasus	accepted name	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma caerulescens	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus borysthenicum	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus hernadiensis	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus lumi	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus nasus	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus ohridanum	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus ohridanus	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma nasus taeniata	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostoma ohridanum	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Chondrostomus nasus auratus	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Cyprinus nasus	synonym	4878	Chondrostoma nasus	Actinopteri	Cypriniformes	Leuciscidae	Chondrostoma	Common nase
Leucaspius delineatus	accepted name	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Aspius ovsianka	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Aspius owsianka	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Cyprinus fischeri	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Cyprinus pallasii	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius abruptus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius delineates	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius delineatus caucasicus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius delineatus delineatus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius delineatus dimorphus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leucaspius relictus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leuciscus pigmeus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Owsianka czernayi	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Phoxinellus thracicus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Squalius delineatus	synonym	4782	Leucaspius delineatus	Actinopteri	Cypriniformes	Leuciscidae	Leucaspius	Belica
Leuciscus aspius	accepted name	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Alburnus iblioides	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius aspius	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius aspius aspius	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius aspius iblioides	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius aspius taeniatus	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius erytrostomus	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius linnei	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius rapax	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius rapax jaxartensis	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius transcaucasicus	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Aspius vulgaris	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Cyprinus aspius	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Cyprinus rapax	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Cyprinus taeniatus	synonym	4783	Leuciscus aspius	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Asp
Leuciscus idus	accepted name	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus idbarus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus idus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus jeses	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus microlepidotus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus orfus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Cyprinus orphus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Idus idus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Idus melanotus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Idus melanotus orientalis	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Idus miniatus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Idus oxianus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus idus auratus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus idus idus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus idus lapponicus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus idus oxianus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus neglectus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Squalius oxianus	synonym	2801	Leuciscus idus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Ide
Leuciscus leuciscus	accepted name	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus dobula	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus graining	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus grislagine	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus lancastriensis	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus leuciscus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus mugilis	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus salax	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus squalus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Cyprinus umbra	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Idus stagnalis	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus dobula	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus leuciscus roulei	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus majalis	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus rodens	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus rostratus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus saltator	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Leuciscus vulgaris	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius chalybeius	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius lepusculus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius leuciscus elata	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius leuciscus elongata	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius leuciscus lateristriga	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius mehdem	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius vulgaris argenteus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius vulgaris leptorhinus	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius vulgaris minor	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Squalius vulgaris robustior	synonym	4662	Leuciscus leuciscus	Actinopteri	Cypriniformes	Leuciscidae	Leuciscus	Common dace
Pelecus cultratus	accepted name	283	Pelecus cultratus	Actinopteri	Cypriniformes	Leuciscidae	Pelecus	Sichel
Clupea ziga	synonym	283	Pelecus cultratus	Actinopteri	Cypriniformes	Leuciscidae	Pelecus	Sichel
Cyprinus cultratus	synonym	283	Pelecus cultratus	Actinopteri	Cypriniformes	Leuciscidae	Pelecus	Sichel
Salmo microps	synonym	283	Pelecus cultratus	Actinopteri	Cypriniformes	Leuciscidae	Pelecus	Sichel
Phoxinus phoxinus	accepted name	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus aphya	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus chrysoprasius	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus galian	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus isetensis	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus lumaireul	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus morella	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus phoxinus	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Cyprinus rivularis	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Leuciscus phoxinus	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus csikii	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus laevis	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus laevis balchaschana	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus lumaireul	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus marsilii	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus phoxinus carpathicus	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus phoxinus phoxinus	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus rivularis	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxinus varius	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Phoxynus montanus	synonym	4661	Phoxinus phoxinus	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Eurasian minnow
Rutilus rutilus	accepted name	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus fulvus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus jaculus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus lacustris	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus pigus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus rubellio	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus rutilus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus ruttilus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus simus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Cyprinus xanthopterus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Gardonus pigulus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Gardonus ruboculus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus decipiens	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus jurinii	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus lividus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus pallens	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus pausingeri	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus pigus dojranensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus prasinus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutiloides	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus aurata	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus auratus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus bolmensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus communis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus crassa	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus daugawensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus elata	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus elongata	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus erytraea	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus fluviatilis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus terekensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus vobla	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus rutilus wobla	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leuciscus selysii	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leucos cenisophius	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Leucos pigulus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus aralensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus bucharensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus carpathorossicus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus frici	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus goplensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus lacustris	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus mariza	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus rutilus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus schelkovnikovi	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus sucharensis	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus uzboicus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus rutilus vegariticus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Rutilus vegariticus	synonym	272	Rutilus rutilus	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Roach
Scardinius erythrophthalmus	accepted name	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus caeruleus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus compressus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus erythrophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus erythrops	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus fuscus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Cyprinus scardula	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Leuciscus apollonitis	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Leuciscus caeruleus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Leuciscus erythrophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius crocophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius erithrophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius eruthrophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius erythrophtalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius erythrophthalmus achrus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius erythrophthalmus racovitzai	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius erythrophthalmus rutiloides	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius macrophthalmus	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Scardinius platizza	synonym	2951	Scardinius erythrophthalmus	Actinopteri	Cypriniformes	Leuciscidae	Scardinius	Rudd
Squalius cephalus	accepted name	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus albula	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus capito	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus cephalus	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus chub	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus kietaibeli	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus kittaibeli	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus lugdunensis	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus orthonotus	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
Cyprinus rufus	synonym	4482	Squalius cephalus	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Chub
